a1,a2,a3,a4,a1_coefficients,a2_coefficients,a3_coefficient,a4_coefficients,b1,b2,b3,b1_coefficients,b2_coefficients,b3_coefficients,c1,c2,c3,c1_coefficients,c2_coefficients,c3_coefficients,ETL_stack_sequence1,ETL_stack_sequence2,ETL_stack_sequence3,ETL_thickness1,ETL_thickness2,ETL_thickness3,HTL_additives_compounds1,HTL_additives_compounds2,HTL_additives_compounds3,HTL_additives_compounds4,Perovskite_deposition_solvents1,Perovskite_deposition_solvents2,Perovskite_deposition_solvents3,HTL_stack_sequence1,HTL_stack_sequence2,Perovskite_deposition_thermal_annealing_temperature1,Perovskite_deposition_thermal_annealing_temperature2,Perovskite_deposition_thermal_annealing_temperature3,Perovskite_deposition_thermal_annealing_temperature4,Perovskite_deposition_thermal_annealing_temperature5,Perovskite_deposition_thermal_annealing_temperature6,Perovskite_deposition_thermal_annealing_temperature7,Perovskite_deposition_thermal_annealing_temperature8,Perovskite_deposition_thermal_annealing_time1,Perovskite_deposition_thermal_annealing_time2,Perovskite_deposition_thermal_annealing_time3,Perovskite_deposition_thermal_annealing_time4,Perovskite_deposition_thermal_annealing_time5,Perovskite_deposition_thermal_annealing_time6,Perovskite_deposition_thermal_annealing_time7,Perovskite_deposition_thermal_annealing_time8,JV_default_PCE,JV_default_PCE
167,31.1,0,0,0.05,0.95,0,0,119,0,0,1,0,0,220,0,0,3,0,0,840,360.45,0,80,0,0,253.8,266,0,0,18,0,0,157.15,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13.9,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,400,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,80,0,0,0,0,0,0,30,30,0,0,0,0,0,0,9.13,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,81.4,47.86,0,0,400,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,80,0,0,0,0,0,0,30,30,0,0,0,0,0,0,7.86,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,144.48,47.86,0,0,400,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,80,0,0,0,0,0,0,30,30,0,0,0,0,0,0,1.53,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,0,400,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,80,0,0,0,0,0,0,30,30,0,0,0,0,0,0,8.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,81.4,47.86,0,0,400,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,80,0,0,0,0,0,0,30,30,0,0,0,0,0,0,7.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,144.48,47.86,0,0,400,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,80,0,0,0,0,0,0,30,30,0,0,0,0,0,0,1.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,0,0,1787.74,0,65,105,0,0,0,0,0,0,15,45,0,0,0,0,0,0,15.7,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,0,0,1787.74,0,65,105,0,0,0,0,0,0,15,45,0,0,0,0,0,0,14.6,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,0,0,1787.74,0,65,105,0,0,0,0,0,0,15,45,0,0,0,0,0,0,17.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,0,0,1787.74,0,65,105,0,0,0,0,0,0,15,45,0,0,0,0,0,0,17.3,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,0,0,1787.74,0,65,105,0,0,0,0,0,0,15,45,0,0,0,0,0,0,17.9,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,0,0,1787.74,0,65,105,0,0,0,0,0,0,15,45,0,0,0,0,0,0,19.6,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,200,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7.41,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,200,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17.29,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,200,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20.31,1
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,118.71,0,0,40,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,17.98,0
167,494.5,31.1,0,0.05,0.81,0.14,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,118.71,0,0,60,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,17.61,0
167,494.5,31.1,0,0.05,0.81,0.14,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,118.71,0,0,60,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,17.6,0
167,494.5,31.1,0,0.05,0.81,0.14,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,118.71,0,0,60,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,20.09,1
167,494.5,31.1,0,0.05,0.81,0.14,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,118.71,0,0,60,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,20.4,1
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,253.8,266,0,0,18,253.8,0,1787.74,0,80,100,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9.03,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,253.8,266,0,0,18,253.8,0,1787.74,0,80,100,0,0,0,0,0,0,10,10,0,0,0,0,0,0,11.59,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,100,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5.22,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,253.8,266,0,0,253.8,0,0,1787.74,0,80,100,0,0,0,0,0,0,10,10,0,0,0,0,0,0,3.92,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,16.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,16,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,14.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9.8,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17.4,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,18.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17.7,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15.4,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,910.9,527,18,0,0,1.3,35.45,0,0,0,78,86.1,0,70000,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,12.2,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,0,0,60,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,18.47,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,0,0,60,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,110,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,19.08,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,80,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7.92,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,120,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10.52,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,180,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13.25,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,220,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11.47,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,200,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10.28,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,200,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11.4,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,360.45,0,20,10,0,78,0,0,0,0,0,0,70000,0,105,110,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9.45,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,360.45,0,20,10,0,78,0,0,0,0,0,0,70000,0,105,110,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9.32,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,360.45,0,20,10,0,78,0,0,0,0,0,0,70000,0,105,110,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9.58,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,10,0,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,10,0,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,80,200,0,39.1,266,0,0,253.8,0,0,1787.74,0,40,100,100,0,0,0,0,0,3,5,10,0,0,0,0,0,12.99,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,500,0,39.1,253.8,266,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,5.49,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,500,0,39.1,253.8,266,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,8.06,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,500,0,39.1,253.8,266,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,11.07,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,18.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,14.9,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,13.1,0
253,31.1,0,0,0.85,0.15,0,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,720.64,0,0,35,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,18.5,0
253,31.1,0,0,0.85,0.15,0,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,720.64,0,0,35,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,16.8,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,0,0,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,0,0,0,0,18,0,0,166.28316,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,12,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,253.8,266,0,0,18,0,0,166.28316,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9.3,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,17,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,720.64,0,0,35,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,13.1,0
253,31.1,0,0,0.8,0.2,0,0,119,0,0,1,0,0,196,253.8,0,0.6,2.4,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,18.25,0
253,31.1,0,0,0.8,0.2,0,0,119,0,0,1,0,0,196,253.8,0,0.6,2.4,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,17.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,100,500,0,39.1,253.8,266,0,253.8,0,0,1787.74,0,70,70,0,0,0,0,0,0,30,30,0,0,0,0,0,0,10.64,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,196,253.8,0,0.36,2.64,0,47.86,47.86,0,100,500,0,39.1,253.8,266,0,253.8,0,0,1787.74,0,70,70,0,0,0,0,0,0,30,30,0,0,0,0,0,0,8.13,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,196,253.8,0,0.78,2.22,0,47.86,47.86,0,100,500,0,39.1,253.8,266,0,253.8,0,0,1787.74,0,70,70,0,0,0,0,0,0,30,30,0,0,0,0,0,0,6.13,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,65,100,0,0,0,0,0,0,3,2,0,0,0,0,0,0,14.59,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,65,100,0,0,0,0,0,0,3,2,0,0,0,0,0,0,15.74,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,65,100,0,0,0,0,0,0,3,2,0,0,0,0,0,0,17.01,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,65,100,0,0,0,0,0,0,3,2,0,0,0,0,0,0,13.85,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,65,100,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5.98,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,65,100,0,0,0,0,0,0,3,2,0,0,0,0,0,0,16.02,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,47.86,47.86,0,50,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,65,100,0,0,0,0,0,0,3,2,0,0,0,0,0,0,18.6,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,400,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8.58,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,16.04,40,400,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8.72,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,16.04,40,400,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9.76,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,16.04,40,400,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,9.02,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,400,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,8.81,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,16.04,40,400,0,253.8,266,0,0,86.1,0,0,1787.74,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10.15,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,50,100,0,0,0,0,0,0,3,12,0,0,0,0,0,0,9.6,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,50,100,0,0,0,0,0,0,3,12,0,0,0,0,0,0,11.8,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,50,100,0,0,0,0,0,0,3,12,0,0,0,0,0,0,14.2,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,50,100,0,0,0,0,0,0,3,12,0,0,0,0,0,0,12.4,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,50,100,0,0,0,0,0,0,3,12,0,0,0,0,0,0,12.1,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,40,0,0,39.1,253.8,266,0,18,78,0,1787.74,0,50,100,0,0,0,0,0,0,3,12,0,0,0,0,0,0,9.6,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,0,0,253.8,266,0,0,78,0,0,1787.74,0,100,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,16.4,0
253,31.1,0,0,0.83,0.17,0,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,720.64,360.45,0,30,8,0,157.15,0,0,0,18,78,0,626.87,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.4,0
253,31.1,0,0,0.75,0.25,0,0,119,0,0,1,0,0,196,253.8,0,0.45,2.55,0,720.64,360.45,0,30,8,0,157.15,0,0,0,18,78,0,626.87,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,18.2,0
253,31.1,0,0,0.71,0.29,0,0,119,0,0,1,0,0,196,253.8,0,0.42,2.58,0,720.64,360.45,0,30,8,0,157.15,0,0,0,18,78,0,626.87,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,19.6,0
253,31.1,0,0,0.71,0.29,0,0,119,0,0,1,0,0,196,253.8,0,0.42,2.58,0,720.64,360.45,0,30,8,0,157.15,0,0,0,18,78,0,626.87,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,20.7,1
253,31.1,0,0,0.66,0.34,0,0,119,0,0,1,0,0,196,253.8,0,0.42,2.58,0,720.64,360.45,0,30,8,0,157.15,0,0,0,18,78,0,626.87,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.9,0
253,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,253.8,0,1787.74,0,70,150,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10.2,0
167,494.5,0,0,0.1,0.9,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,253.8,0,1787.74,0,70,150,0,0,0,0,0,0,10,10,0,0,0,0,0,0,12.7,0
167,494.5,0,0,0.2,0.8,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,253.8,0,1787.74,0,70,150,0,0,0,0,0,0,10,10,0,0,0,0,0,0,14.7,0
167,494.5,0,0,0.3,0.7,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,40,0,0,253.8,266,0,0,18,253.8,0,1787.74,0,70,150,0,0,0,0,0,0,10,10,0,0,0,0,0,0,6.27,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,196,0,0,3,0,0,47.86,47.86,0,30,150,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,3.5,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,30,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13.82,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,30,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13.82,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,0,0,30,0,0,253.8,266,0,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13.82,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,280,0,253.8,266,0,0,253.8,0,0,1787.74,0,100,100,0,0,0,0,0,0,5,5,0,0,0,0,0,0,15,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,50,280,0,253.8,266,0,0,253.8,0,0,1787.74,0,100,100,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14.73,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,40,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.8,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,40,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.8,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,30,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,16.38,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,50,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,15.56,0
167,494.5,31.1,0,0.05,0.79,0.16,0,119,0,0,1,0,0,196,253.8,0,0.51,2.49,0,118.71,0,0,60,0,0,253.8,266,0,0,18,78,0,1787.74,0,100,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,13.91,0
217,0,0,0,1,0,0,0,119,0,0,1,0,0,220,0,0,3,0,0,47.86,47.86,0,30,250,0,39.1,253.8,266,0,18,0,0,1787.74,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12.72,0
